solver,update,branch,status,theta_dim,decision_dim,gradient_rank,solve_time_sec,feasible_x,objective_value,active_rows
full,267,feasible,optimal,25994,25994,5,0.5157545000001846,0.3975870843959624,0.3975870843959624,
full,268,feasible,optimal,25994,25994,5,0.5160502999988239,0.3967426403830686,0.3967426403830686,
full,269,feasible,optimal,25994,25994,5,0.49711699999897974,0.39438215556323036,0.39438215556323036,
full,270,feasible,optimal,25994,25994,5,0.47576350000053935,0.3939239416829966,0.3939239416829966,
full,271,feasible,optimal,25994,25994,5,0.4958215000006021,0.392869923403654,0.392869923403654,
full,272,feasible,optimal,25994,25994,5,0.47925600000053237,0.3898849108345705,0.3898849108345705,
full,273,feasible,optimal,25994,25994,5,0.5078670999992028,0.38397050661530713,0.38397050661530713,
full,274,feasible,optimal,25994,25994,5,0.47363529999893217,0.38226269973692406,0.38226269973692406,
full,275,feasible,optimal,25994,25994,5,0.4814401999992697,0.3819833635075585,0.3819833635075585,
full,276,feasible,optimal,25994,25994,5,0.4767757999998139,0.38118914178844554,0.38118914178844554,
full,277,feasible,optimal,25994,25994,5,0.48555709999891405,0.37843543700950155,0.37843543700950155,
full,278,feasible,optimal,25994,25994,5,0.5006078999995225,0.37516068571050515,0.37516068571050515,
full,279,feasible,optimal,25994,25994,5,0.48607949999859557,0.37190313472843484,0.37190313472843484,
full,280,feasible,optimal,25994,25994,5,0.46451259999957983,0.3712656088519958,0.3712656088519958,
full,281,feasible,optimal,25994,25994,5,0.5025267999990319,0.3704142685863881,0.3704142685863881,
full,282,feasible,optimal,25994,25994,5,0.5086992999986251,0.3696302293398062,0.3696302293398062,
full,283,feasible,optimal,25994,25994,5,0.5390468999994482,0.37072058125976093,0.37072058125976093,
full,284,feasible,optimal,25994,25994,5,0.507305200000701,0.3716698960835963,0.3716698960835963,
full,285,feasible,optimal,25994,25994,4,0.5434685000000172,0.3714888593293606,0.3714888593293606,
full,286,feasible,optimal,25994,25994,4,0.5185492000000522,0.37209433148878585,0.37209433148878585,
